Protein,Label
Q13449,Negative
Q13464,Negative
Q13501,Negative
Q13508,Negative
Q13510,Negative
Q13519,Negative
Q13547,Negative
Q13554,Negative
Q13557,Negative
Q13591,Negative
Q13634,Negative
Q13641,Negative
Q13642,Negative
Q13683,Negative
Q13740,Negative
Q13769,Negative
Q13790,Negative
Q13813,Negative
Q13822,Negative
Q13838,Negative
Q13867,Negative
Q13873,Negative
Q13885;Q9BVA1,Negative
Q14002,Negative
Q14019,Negative
Q14055,Negative
Q14112,Negative
Q14114,Negative
Q14116,Negative
Q14118,Negative
Q14126,Negative
Q14146,Negative
Q14152,Negative
Q14162,Negative
Q14165,Negative
Q14195,Negative
Q14204,Negative
Q14247,Negative
Q14257,Negative
Q14314,Negative
Q14315,Negative
Q14393,Negative
Q14416,Negative
Q14444,Negative
Q14498,Negative
Q14508,Negative
Q14515,Negative
Q14517,Negative
Q14520,Negative
Q14563,Negative
Q14566,Negative
Q14573,Negative
Q14574,Negative
Q14582,Negative
Q14596,Negative
Q14624,Negative
Q14651,Negative
Q14671,Negative
Q14679,Negative
Q14684,Negative
Q14696,Negative
Q14697,Negative
Q14703,Negative
Q14766,Negative
Q14767,Negative
Q14847,Negative
Q14894,Negative
Q14914,Negative
Q14956,Negative
Q14974,Negative
Q14982,Negative
Q14999,Negative
Q149M9,Negative
Q14C87,Negative
Q14CZ7,Negative
Q14CZ8,Negative
Q14DG7,Negative
Q15008,Negative
Q15029,Negative
Q15046,Negative
Q15063,Negative
Q15084,Negative
Q15113,Negative
Q15121,Negative
Q15124,Negative
Q15166,Negative
Q15181,Negative
Q15185,Negative
Q15223,Negative
Q15233,Negative
Q15256,Negative
Q15257,Negative
Q15262,Negative
Q15303,Negative
Q15306,Negative
Q15363,Negative
Q15375,Negative
Q15424,Negative
Q15435,Negative
Q15459,Negative
Q15485,Negative
Q15493,Negative
Q15582,Negative
Q15631,Negative
Q15637,Negative
Q15691,Negative
Q15714,Negative
Q15717,Negative
Q15746,Negative
Q15751,Negative
Q15768,Negative
Q15782,Negative
Q15818,Negative
Q15828,Negative
Q15846,Negative
Q15904,Negative
Q16222,Negative
Q16270,Negative
Q16288,Negative
Q16322,Negative
Q16363,Negative
Q16394,Negative
Q16531,Negative
Q16539,Negative
Q16543,Negative
Q16553,Negative
Q16555,Negative
Q16568,Negative
Q16576,Negative
Q16581,Negative
Q16610,Negative
Q16620,Negative
Q16627,Negative
Q16629,Negative
Q16643,Negative
Q16651,Negative
Q16653,Negative
Q16658,Negative
Q16661,Negative
Q16674,Negative
Q16706,Negative
Q16769,Negative
Q16787,Negative
Q16799,Negative
Q16827,Negative
Q16832,Negative
Q16849,Negative
Q16881,Negative
Q16890,Negative
Q1AE95;Q8IXX5,Negative
Q24JP5,Negative
Q27J81,Negative
Q29983,Negative
Q2TAL6,Negative
Q2TAY7,Negative
Q2UY09,Negative
Q2WGJ9,Negative
Q2YD98,Negative
Q30154,Negative
Q3KNS1,Negative
Q3KRA6,Negative
Q3SY17,Negative
Q3SY69,Negative
Q3T906,Negative
Q495W5,Negative
Q496H8,Negative
Q496J9,Negative
Q4G0I0,Negative
Q4G148,Negative
Q4KMG0,Negative
Q4LDE5,Negative
Q504Y0,Negative
Q504Y2,Negative
Q53EL9,Negative
Q53GG5,Negative
Q53H76,Negative
Q53R41,Negative
Q53RD9,Negative
Q53RT3,Negative
Q562R1,Negative
Q58EX2,Negative
Q5BIV9,Negative
Q5BLP8,Negative
Q5CZC0,Negative
Q5FVE4,Negative
Q5FWE3,Negative
Q5H8C1,Negative
Q5H9R7,Negative
Q5IJ48,Negative
Q5JRA6,Negative
Q5JRX3,Negative
Q5JSJ4;Q9UL03,Negative
Q5JTV8,Negative
Q5JVF3,Negative
Q5JZY3,Negative
Q5K651,Negative
Q5KU26,Negative
Q5R3F8,Negative
Q5SGD2,Negative
Q5SRI9,Negative
Q5SZI1,Negative
Q5SZK8,Negative
Q5T013,Negative
Q5T1S8,Negative
Q5T280,Negative
Q5T749,Negative
Q5T848,Negative
Q5TA31,Negative
Q5TBA9,Negative
Q5VSG8,Negative
Q5VT25,Negative
Q5VU97,Negative
Q5VUB5,Negative
Q5VUY0,Negative
Q5VV43,Negative
Q5VV63,Negative
Q5VWW1,Negative
Q5VX71,Negative
Q5VY43,Negative
Q5VZ89,Negative
Q5VZF2;Q9NR56,Negative
Q5XPI4,Negative
Q5ZPR3,Negative
Q63HN8,Negative
Q63HQ2,Negative
Q641Q3,Negative
Q658N2,Negative
Q66K79,Negative
Q68BL7,Negative
Q68BL8,Negative
Q68CQ1,Negative
Q68CQ4,Negative
Q68D85,Negative
Q6E0U4,Negative
Q6EMK4,Negative
Q6FHJ7,Negative
Q6GTX8,Negative
Q6IBS0,Negative
Q6IEE7,Negative
Q6IS24,Negative
Q6J9G0,Negative
Q6JBY9,Negative
Q6K0P9,Negative
Q6MZW2,Negative
Q6NUI6,Negative
Q6NUJ2,Negative
Q6NUS6,Negative
Q6NW40,Negative
Q6P179,Negative
Q6P1N9,Negative
Q6P2Q9,Negative
Q6P3X3,Negative
Q6P474;Q6P996,Negative
Q6P499,Negative
Q6P4E1,Negative
Q6P587,Negative
Q6P9A2,Negative
Q6PCB0,Negative
Q6PJF5,Negative
Q6PK18,Negative
Q6PKG0,Negative
Q6PUV4,Negative
Q6QNK2,Negative
Q6UB35,Negative
Q6UVK1,Negative
Q6UVY6,Negative
Q6UW01,Negative
Q6UWH4,Negative
Q6UWJ1,Negative
Q6UWN8,Negative
Q6UWP8,Negative
Q6UWR7,Negative
Q6UWS5,Negative
Q6UWY5,Negative
Q6UX71,Negative
Q6UX72,Negative
Q6UX73,Negative
Q6UXB8,Negative
Q6UXD5,Negative
Q6UXH1,Negative
Q6UXH9,Negative
Q6UXI7,Negative
Q6UXI9,Negative
Q6UXK2,Negative
Q6UXK5,Negative
Q6UXN8,Negative
Q6UXZ4,Negative
Q6UY11,Negative
Q6UY14,Negative
Q6WN34,Negative
Q6XZF7,Negative
Q6YHK3,Negative
Q6ZMI3,Negative
Q6ZMM2,Negative
Q6ZMP0,Negative
Q6ZQQ2,Negative
Q6ZR08,Negative
Q6ZRK6,Negative
Q6ZRP7,Negative
Q6ZSJ9,Negative
Q6ZSY5,Negative
Q6ZVL6,Negative
Q709C8,Negative
Q70CQ2,Negative
Q70JA7,Negative
Q71H61,Negative
Q75T13,Negative
Q765P7,Negative
Q76FK4,Negative
Q76I76,Negative
Q76KP1,Negative
Q76L83,Negative
Q76LX8,Negative
Q76M96,Negative
Q7KYR7;Q8WVV5,Negative
Q7KZF4,Negative
Q7L0X0,Negative
Q7L1V2,Negative
Q7L2H7,Negative
Q7L775,Negative
Q7LFX5,Negative
Q7LGC8,Negative
Q7RTV0,Negative
Q7Z2W4,Negative
Q7Z2Y8,Negative
Q7Z304,Negative
Q7Z388,Negative
Q7Z3B1,Negative
Q7Z3D4,Negative
Q7Z3Z3,Negative
Q7Z408,Negative
Q7Z417,Negative
Q7Z460,Negative
Q7Z4F1,Negative
Q7Z4N2,Negative
Q7Z553,Negative
Q7Z5A7,Negative
Q7Z5A9,Negative
Q7Z5L0,Negative
Q7Z5L7,Negative
Q7Z5N4,Negative
Q7Z6J9,Negative
Q7Z6L0,Negative
Q7Z6L1,Negative
Q7Z6M2,Negative
Q7Z6M3,Negative
Q7Z6Z7,Negative
Q7Z739;Q9BYJ9,Negative
Q7Z7B0,Negative
Q7Z7G0,Negative
Q7Z7H5,Negative
Q7Z7M0,Negative
Q7Z7M8,Negative
Q7Z7M9,Negative
Q86SF2,Negative
Q86SJ2,Negative
Q86SR1,Negative
Q86T13,Negative
Q86TE4,Negative
Q86TH1,Negative
Q86TY3,Negative
Q86U42,Negative
Q86UD1,Negative
Q86UE6,Negative
Q86UN2,Negative
Q86UN3,Negative
Q86UV5,Negative
Q86UW7;Q9ULU8,Negative
Q86UW8,Negative
Q86UX2,Negative
Q86UX7,Negative
Q86V85,Negative
Q86VB7,Negative
Q86VP6,Negative
Q86VQ6,Negative
Q86VR8,Negative
Q86W42,Negative
Q86X29,Negative
Q86XA9,Negative
Q86Y22,Negative
Q86Y38,Negative
Q86Y78,Negative
Q86Y82,Negative
Q86YD3,Negative
Q86YD5,Negative
Q86YL7,Negative
Q86YT9,Negative
Q86YZ3,Negative
Q8IUC8,Negative
Q8IUE6,Negative
Q8IUI8,Negative
Q8IUK5,Negative
Q8IUK8,Negative
Q8IUX7,Negative
Q8IV08,Negative
Q8IV33,Negative
Q8IVA1,Negative
Q8IVN3,Negative
Q8IW52,Negative
Q8IWQ3,Negative
Q8IWS0,Negative
Q8IWT1,Negative
Q8IWU5,Negative
Q8IWU6,Negative
Q8IWV2,Negative
Q8IWY4,Negative
Q8IX30,Negative
Q8IXF0,Negative
Q8IXL6,Negative
Q8IYJ0,Negative
Q8IYQ7,Negative
Q8IYS5,Negative
Q8IZ52,Negative
Q8IZA0,Negative
Q8IZF2,Negative
Q8IZJ1,Negative
Q8IZJ3,Negative
Q8IZJ4,Negative
Q8IZL2,Negative
Q8IZP7,Negative
Q8IZS8,Negative
Q8N0V4,Negative
Q8N0V5,Negative
Q8N0W4;Q8NFZ3,Negative
Q8N0X7,Negative
Q8N111,Negative
Q8N114,Negative
Q8N126,Negative
Q8N128,Negative
Q8N129,Negative
Q8N145,Negative
Q8N264,Negative
Q8N2G4,Negative
Q8N2Q7,Negative
Q8N2S1,Negative
Q8N394,Negative
Q8N3D4,Negative
Q8N3G9,Negative
Q8N3H0,Negative
Q8N3J6,Negative
Q8N3T1,Negative
Q8N3T6,Negative
Q8N3Y1,Negative
Q8N3Z6,Negative
Q8N423,Negative
Q8N428,Negative
Q8N436,Negative
Q8N474,Negative
Q8N475,Negative
Q8N4A0,Negative
Q8N4P2,Negative
Q8N5H7,Negative
Q8N608,Negative
Q8N680,Negative
Q8N6C5,Negative
Q8N6G6,Negative
Q8N6K4,Negative
Q8N6M0,Negative
Q8N6Y1,Negative
Q8N7P1,Negative
Q8N8Z6,Negative
Q8N967,Negative
Q8N9F8,Negative
Q8N9I0,Negative
Q8N9W8,Negative
Q8NA82,Negative
Q8NBI6,Negative
Q8NBJ4,Negative
Q8NBJ7,Negative
Q8NBK3,Negative
Q8NBM8,Negative
Q8NBP7,Negative
Q8NBS9,Negative
Q8NBT2,Negative
Q8NC42,Negative
Q8NC44,Negative
Q8NC51,Negative
Q8NC67,Negative
Q8NC96,Negative
Q8NCC3,Negative
Q8NCH0,Negative
Q8NCL4,Negative
Q8NCW5,Negative
Q8NCW6,Negative
Q8NCX0,Negative
Q8NDH2,Negative
Q8NEF3,Negative
Q8NEG7,Negative
Q8NEP3,Negative
Q8NES3,Negative
Q8NEY8,Negative
Q8NF91,Negative
Q8NFD5;Q9Y651,Negative
Q8NFH3,Negative
Q8NFL0,Negative
Q8NFP4,Negative
Q8NFT8,Negative
Q8NFW8,Negative
Q8NFY4,Negative
Q8NFZ4,Negative
Q8NFZ8,Negative
Q8NGJ5,Negative
Q8NGK1,Negative
Q8NHG7,Negative
Q8NHL6,Negative
Q8NHQ9,Negative
Q8NI22,Negative
Q8NI32,Negative
Q8NI99,Negative
Q8TAB3,Negative
Q8TAG5,Negative
Q8TAL6,Negative
Q8TBP0,Negative
Q8TBP5,Negative
Q8TC20,Negative
Q8TCT8,Negative
Q8TCZ2,Negative
Q8TD31,Negative
Q8TD57,Negative
Q8TD84,Negative
Q8TDB4,Negative
Q8TDF5,Negative
Q8TDJ6,Negative
Q8TDN6,Negative
Q8TDQ0,Negative
Q8TDQ1,Negative
Q8TDQ7,Negative
Q8TDR4,Negative
Q8TDW7,Negative
Q8TEA8,Negative
Q8TER0,Negative
Q8TEU8,Negative
Q8WUD4,Negative
Q8WUJ3,Negative
Q8WUM4,Negative
Q8WVN6,Negative
Q8WVQ1,Negative
Q8WWA0,Negative
Q8WWK9,Negative
Q8WWM7,Negative
Q8WWX9,Negative
Q8WX77,Negative
Q8WXD2,Negative
Q8WXF1,Negative
Q8WXH0,Negative
Q8WXI7,Negative
Q8WXK3,Negative
Q8WY21,Negative
Q8WYK1,Negative
Q8WZ42,Negative
Q8WZ75,Negative
Q8WZA1,Negative
Q92187,Negative
Q92484,Negative
Q92485,Negative
Q92496,Negative
Q92499,Negative
Q92520,Negative
Q92537,Negative
Q92542,Negative
Q92563,Negative
Q92597,Negative
Q92616,Negative
Q92626,Negative
Q92673,Negative
Q92686,Negative
Q92692,Negative
Q92729,Negative
Q92736,Negative
Q92743,Negative
Q92752,Negative
Q92765,Negative
Q92769,Negative
Q92782,Negative
Q92797,Negative
Q92820,Negative
Q92823,Negative
Q92824,Negative
Q92832,Negative
Q92838,Negative
Q92841,Negative
Q92854,Negative
Q92859,Negative
Q92871,Negative
Q92876,Negative
Q92890,Negative
Q92896,Negative
Q92911,Negative
Q92922,Negative
Q92932,Negative
Q92935,Negative
Q92954,Negative
Q92956,Negative
Q93033,Negative
Q93045,Negative
Q93052,Negative
Q93063,Negative
Q93091,Negative
Q969E1,Negative
Q969H8,Negative
Q969P0,Negative
Q969T9,Negative
Q969Y0,Negative
Q969Z4,Negative
Q96A83,Negative
Q96A84,Negative
Q96AM1,Negative
Q96AP7,Negative
Q96AQ6,Negative
Q96B86,Negative
Q96BM1,Negative
Q96BZ4,Negative
Q96C36,Negative
Q96CG8,Negative
Q96CS7,Negative
Q96CT7,Negative
Q96CW5,Negative
Q96CW9,Negative
Q96CX2,Negative
Q96D05,Negative
Q96DD7,Negative
Q96DX5,Negative
Q96DZ1,Negative
Q96EE3,Negative
Q96EE4,Negative
Q96EG1,Negative
Q96EP5,Negative
Q96EU7,Negative
Q96F85,Negative
Q96FE5,Negative
Q96FE7,Negative
Q96FJ2,Negative
Q96FW1,Negative
Q96FX7,Negative
Q96G03,Negative
Q96GD0,Negative
Q96GW7,Negative
Q96HC4,Negative
Q96HD1,Negative
Q96HF1,Negative
Q96HY6,Negative
Q96I24,Negative
Q96I25,Negative
Q96I82,Negative
Q96ID5,Negative
Q96IU4,Negative
Q96IY4,Negative
Q96J42,Negative
Q96JA1,Negative
Q96JF0,Negative
Q96JM3,Negative
Q96JP9,Negative
Q96JQ0,Negative
Q96KD3,Negative
Q96KG7,Negative
Q96KN2,Negative
Q96KP4,Negative
Q96KQ7,Negative
Q96KR1,Negative
Q96KR4,Negative
Q96KV7,Negative
Q96LC7,Negative
Q96LR4,Negative
Q96MK3,Negative
Q96MU7,Negative
Q96MU8,Negative
Q96N03,Negative
Q96NU0;Q9BZ76,Negative
Q96NY7,Negative
Q96NZ9,Negative
Q96P44,Negative
Q96PD2,Negative
Q96PD5,Negative
Q96PK6,Negative
Q96PQ0,Negative
Q96PU8,Negative
Q96PV6,Negative
Q96PX8,Negative
Q96PZ7,Negative
Q96Q15,Negative
Q96QC0,Negative
Q96QR1,Negative
Q96QV1,Negative
Q96RL7,Negative
Q96RW7,Negative
Q96RY7,Negative
Q96S16,Negative
Q96S96,Negative
Q96SB4,Negative
Q96SM3,Negative
Q96SN8,Negative
Q96TA2,Negative
Q96TC7,Negative
Q99417,Negative
Q99426,Negative
Q99435,Negative
Q99442,Negative
Q99447,Negative
Q99459,Negative
Q99471,Negative
Q99497,Negative
Q99519,Negative
Q99523,Negative
Q99538,Negative
Q99542,Negative
Q99574,Negative
Q99598,Negative
Q99623,Negative
Q99650,Negative
Q99674,Negative
Q99698,Negative
Q99715,Negative
Q99727,Negative
Q99731,Negative
Q99733,Negative
Q99757,Negative
Q99784,Negative
Q99805,Negative
Q99941,Negative
Q99946,Negative
Q99969,Negative
Q99972,Negative
Q99983,Negative
Q99985,Negative
Q99988,Negative
Q99996,Negative
Q9BQ16,Negative
Q9BQ51,Negative
Q9BQG1,Negative
Q9BQR3,Negative
Q9BQS7,Negative
Q9BQT9,Negative
Q9BR76,Negative
Q9BRA2,Negative
Q9BRF8,Negative
Q9BRK0,Negative
Q9BRK3,Negative
Q9BRK5,Negative
Q9BRN9,Negative
Q9BRR6,Negative
Q9BRT3,Negative
Q9BRY0,Negative
Q9BS26,Negative
Q9BSG0,Negative
Q9BSG5,Negative
Q9BSL1,Negative
Q9BTC0,Negative
Q9BTY2,Negative
Q9BU40,Negative
Q9BU89,Negative
Q9BUD6,Negative
Q9BUJ2,Negative
Q9BUN1,Negative
Q9BV38,Negative
Q9BVC6,Negative
Q9BVH7,Negative
Q9BVI4,Negative
Q9BW30,Negative
Q9BWD1,Negative
Q9BWJ5,Negative
Q9BWP8,Negative
Q9BWQ8,Negative
Q9BWS9,Negative
Q9BWW7,Negative
Q9BX67,Negative
Q9BX82,Negative
Q9BXJ0,Negative
Q9BXJ1,Negative
Q9BXJ3,Negative
Q9BXJ4,Negative
Q9BXL7,Negative
Q9BXM0,Negative
Q9BXM9,Negative
Q9BXN1,Negative
Q9BXN2,Negative
Q9BXP8,Negative
Q9BXR6,Negative
Q9BXT5,Negative
Q9BXX0,Negative
Q9BY11,Negative
Q9BY67,Negative
Q9BY76,Negative
Q9BY79,Negative
Q9BYC5,Negative
Q9BYD6,Negative
Q9BYH1,Negative
Q9BYJ0,Negative
Q9BYR3,Negative
Q9BYW2,Negative
Q9BZC7,Negative
Q9BZM5,Negative
Q9BZR6,Negative
Q9BZZ2,Negative
Q9C0A0,Negative
Q9C0C4,Negative
Q9C0C9,Negative
Q9C0I3,Negative
Q9C0J8,Negative
Q9GZL7,Negative
Q9GZM5,Negative
Q9GZM7,Negative
Q9GZP0,Negative
Q9GZP4,Negative
Q9GZT3,Negative
Q9GZT8,Negative
Q9GZU1,Negative
Q9GZV7,Negative
Q9GZX3,Negative
Q9GZX9,Negative
Q9H008,Negative
Q9H0E2,Negative
Q9H0Q3,Negative
Q9H0R4,Negative
Q9H0U4,Negative
Q9H0W9,Negative
Q9H0X4,Negative
Q9H156,Negative
Q9H159,Negative
Q9H169,Negative
Q9H173,Negative
Q9H1B5,Negative
Q9H1C7,Negative
Q9H1E3,Negative
Q9H1E5,Negative
Q9H1R2,Negative
Q9H1U4,Negative
Q9H1Z8,Negative
Q9H239,Negative
Q9H254,Negative
Q9H257,Negative
Q9H299,Negative
Q9H2A2,Negative
Q9H2A7,Negative
Q9H2A9,Negative
Q9H2D1,Negative
Q9H2E6,Negative
Q9H2F3,Negative
Q9H2K8,Negative
Q9H2X0,Negative
Q9H2X9,Negative
Q9H307,Negative
Q9H336,Negative
Q9H3G5,Negative
Q9H3S1,Negative
Q9H3S3,Negative
Q9H3T2,Negative
Q9H3T3,Negative
Q9H3U1,Negative
Q9H3Z4,Negative
Q9H461,Negative
Q9H488,Negative
Q9H4A4,Negative
Q9H4A9,Negative
Q9H4D0,Negative
Q9H4F8,Negative
Q9H4M9,Negative
Q9H5Y7,Negative
Q9H6B4,Negative
Q9H6D8,Negative
Q9H6L5,Negative
Q9H6R4,Negative
Q9H6T3,Negative
Q9H6X2,Negative
Q9H6Y7,Negative
Q9H741,Negative
Q9H7C9,Negative
Q9H7M9,Negative
Q9H7Y0,Negative
Q9H8J5,Negative
Q9H8L6,Negative
Q9H939,Negative
Q9H9K5,Negative
Q9H9P2,Negative
Q9H9S5,Negative
Q9HA65,Negative
Q9HA92,Negative
Q9HAR2,Negative
Q9HAT2,Negative
Q9HAV0,Negative
Q9HAV4,Negative
Q9HAV5,Negative
Q9HB40,Negative
Q9HB63,Negative
Q9HB71,Negative
Q9HBB8,Negative
Q9HBI1,Negative
Q9HBR0,Negative
Q9HBT6,Negative
Q9HBW1,Negative
Q9HC07,Negative
Q9HC38,Negative
Q9HC56,Negative
Q9HC57,Negative
Q9HCB6,Negative
Q9HCC0,Negative
Q9HCG8,Negative
Q9HCJ2,Negative
Q9HCJ6,Negative
Q9HCK4,Negative
Q9HCL0,Negative
Q9HCM2,Negative
Q9HCU0,Negative
Q9HCU4,Negative
Q9HDC9,Negative
Q9NNW7,Negative
Q9NNX6,Negative
Q9NP84,Negative
Q9NP86,Negative
Q9NP97,Negative
Q9NPA0,Negative
Q9NPC4,Negative
Q9NPD7,Negative
Q9NPF0,Negative
Q9NPG4,Negative
Q9NPH0,Negative
Q9NPH3,Negative
Q9NPR2,Negative
Q9NPY3,Negative
Q9NQ30,Negative
Q9NQ34,Negative
Q9NQ36,Negative
Q9NQ38,Negative
Q9NQ79,Negative
Q9NQ89,Negative
Q9NQC3,Negative
Q9NQR4,Negative
Q9NQX5,Negative
Q9NQX7,Negative
Q9NR34,Negative
Q9NR45,Negative
Q9NR50,Negative
Q9NR99,Negative
Q9NRA1,Negative
Q9NRB3,Negative
Q9NRN5,Negative
Q9NRP2,Negative
Q9NRR1,Negative
Q9NRV9,Negative
Q9NRX4,Negative
Q9NS00,Negative
Q9NS15,Negative
Q9NS68,Negative
Q9NS69,Negative
Q9NS84,Negative
Q9NS85,Negative
Q9NS91,Negative
Q9NS98,Negative
Q9NSC7,Negative
Q9NSE4,Negative
Q9NT22,Negative
Q9NT68,Negative
Q9NT99,Negative
Q9NTK5,Negative
Q9NTU7,Negative
Q9NU22,Negative
Q9NUM4,Negative
Q9NUQ9,Negative
Q9NV06,Negative
Q9NV66,Negative
Q9NVJ2,Negative
Q9NVL8,Negative
Q9NVM1,Negative
Q9NVP1,Negative
Q9NVV9,Negative
Q9NW97,Negative
Q9NWH9,Negative
Q9NWU5,Negative
Q9NX36,Negative
Q9NX62,Negative
Q9NXC2,Negative
Q9NXG2,Negative
Q9NXS2,Negative
Q9NXW2,Negative
Q9NY15,Negative
Q9NY25,Negative
Q9NY33,Negative
Q9NY47,Negative
Q9NY72,Negative
Q9NY97,Negative
Q9NYF8,Negative
Q9NYP8,Negative
Q9NYQ8,Negative
Q9NYU2,Negative
Q9NYX4,Negative
Q9NYY3,Negative
Q9NZ08,Negative
Q9NZ32,Negative
Q9NZ53,Negative
Q9NZ72,Negative
Q9NZ94,Negative
Q9NZC2,Negative
Q9NZD2,Negative
Q9NZH0,Negative
Q9NZJ4,Negative
Q9NZK5,Negative
Q9NZL9,Negative
Q9NZM1,Negative
Q9NZN1,Negative
Q9NZN3,Negative
Q9NZP8,Negative
Q9NZR2,Negative
Q9NZU0,Negative
Q9NZU1,Negative
Q9NZV1,Negative
Q9P0K1,Negative
Q9P0K9,Negative
Q9P0S2,Negative
Q9P0T7,Negative
Q9P0V3,Negative
Q9P121,Negative
Q9P1Q0,Negative
Q9P1T7,Negative
Q9P232,Negative
Q9P244,Negative
Q9P258,Negative
Q9P273,Negative
Q9P2E7,Negative
Q9P2K2,Negative
Q9P2S2,Negative
Q9P2S5,Negative
Q9P2X0,Negative
Q9UBB9,Negative
Q9UBG0,Negative
Q9UBL0,Negative
Q9UBP4,Negative
Q9UBQ0,Negative
Q9UBQ6,Negative
Q9UBR2,Negative
Q9UBS3,Negative
Q9UBS4,Negative
Q9UBS5,Negative
Q9UBS9,Negative
Q9UBU2,Negative
Q9UBV8,Negative
Q9UBX1,Negative
Q9UBX5,Negative
Q9UBX7,Negative
Q9UDW1,Negative
Q9UEE5,Negative
Q9UEF7,Negative
Q9UEW3,Negative
Q9UF33,Negative
Q9UFP1,Negative
Q9UG63,Negative
Q9UGH3,Negative
Q9UGI6,Negative
Q9UGI8,Negative
Q9UGM5,Negative
Q9UGT4,Negative
Q9UGV2,Negative
Q9UHC6,Negative
Q9UHD8,Negative
Q9UHD9,Negative
Q9UHF0,Negative
Q9UHG2,Negative
Q9UHG3,Negative
Q9UHI8,Negative
Q9UHL4,Negative
Q9UHY7,Negative
Q9UI15,Negative
Q9UI33,Negative
Q9UI40,Negative
Q9UI42,Negative
Q9UIB8,Negative
Q9UII2,Negative
Q9UIK5,Negative
Q9UIQ6,Negative
Q9UIW2,Negative
Q9UJ14,Negative
Q9UJ99,Negative
Q9UJA9,Negative
Q9UJC5,Negative
Q9UJH8,Negative
Q9UJJ9,Negative
Q9UJQ1,Negative
Q9UK22,Negative
Q9UK23,Negative
Q9UK28,Negative
Q9UK41,Negative
Q9UK55,Negative
Q9UK76,Negative
Q9UKB5,Negative
Q9UKJ1,Negative
Q9UKK9,Negative
Q9UKL6,Negative
Q9UKM7,Negative
Q9UKQ2,Negative
Q9UKS7,Negative
Q9UKU6,Negative
Q9UKU9,Negative
Q9UKV8,Negative
Q9UKX2,Negative
Q9UKZ4,Negative
Q9ULB1,Negative
Q9ULB4,Negative
Q9ULB5,Negative
Q9ULF5,Negative
Q9ULH4,Negative
Q9ULI3,Negative
Q9ULK6,Negative
Q9ULL4,Negative
Q9ULP0,Negative
Q9ULV1,Negative
Q9ULV4,Negative
Q9ULX3,Negative
Q9ULX5,Negative
Q9ULX7,Negative
Q9ULZ3,Negative
Q9ULZ9,Negative
Q9UM21,Negative
Q9UM22,Negative
Q9UM47,Negative
Q9UMF0,Negative
Q9UMS4,Negative
Q9UMX0,Negative
Q9UMX5,Negative
Q9UMY4,Negative
Q9UN36,Negative
Q9UN70,Negative
Q9UNA4,Negative
Q9UNE7,Negative
Q9UNN8,Negative
Q9UNW1,Negative
Q9UNZ2,Negative
Q9UP38,Negative
Q9UP79,Negative
Q9UPN3,Negative
Q9UPU3,Negative
Q9UPZ6,Negative
Q9UQ35,Negative
Q9UQ52,Negative
Q9UQ80,Negative
Q9UQM7,Negative
Q9UQR0,Negative
Q9Y219,Negative
Q9Y227,Negative
Q9Y237,Negative
Q9Y240,Negative
Q9Y274,Negative
Q9Y275,Negative
Q9Y279,Negative
Q9Y281,Negative
Q9Y287,Negative
Q9Y2B0,Negative
Q9Y2B1,Negative
Q9Y2E5,Negative
Q9Y2G1,Negative
Q9Y2G5,Negative
Q9Y2G8,Negative
Q9Y2I2,Negative
Q9Y2J2,Negative
Q9Y2Q3,Negative
Q9Y2R0,Negative
Q9Y2S7,Negative
Q9Y2T3,Negative
Q9Y2Z0,Negative
Q9Y328,Negative
Q9Y334,Negative
Q9Y383,Negative
Q9Y3B3,Negative
Q9Y3C5,Negative
Q9Y3D6,Negative
Q9Y3Q3,Negative
Q9Y490,Negative
Q9Y4C0,Negative
Q9Y4D7,Negative
Q9Y4E8,Negative
Q9Y4L1,Negative
Q9Y520,Negative
Q9Y547,Negative
Q9Y572,Negative
Q9Y580,Negative
Q9Y5A9,Negative
Q9Y5E8,Negative
Q9Y5E9,Negative
Q9Y5F6,Negative
Q9Y5F7,Negative
Q9Y5F8,Negative
Q9Y5G0,Negative
Q9Y5G3,Negative
Q9Y5G4,Negative
Q9Y5G9,Negative
Q9Y5H2,Negative
Q9Y5H8;Q9Y5I0,Negative
Q9Y5I4,Negative
Q9Y5K5,Negative
Q9Y5L0,Negative
Q9Y5L2,Negative
Q9Y5R2,Negative
Q9Y5W5,Negative
Q9Y5X9,Negative
Q9Y5Y7,Negative
Q9Y5Z4,Negative
Q9Y617,Negative
Q9Y623,Negative
Q9Y624,Negative
Q9Y625,Negative
Q9Y639,Negative
Q9Y644,Negative
Q9Y646,Negative
Q9Y653,Negative
Q9Y680,Negative
Q9Y6C2,Negative
Q9Y6E2,Negative
Q9Y6F9,Negative
Q9Y6G3,Negative
Q9Y6G9,Negative
Q9Y6L7,Negative
Q9Y6N6,Negative
Q9Y6N7,Negative
Q9Y6N8,Negative
Q9Y6Q6,Negative
Q9Y6R1,Negative
Q9Y6R7,Negative
Q9Y6X5,Negative
Q9Y6Z7,Negative
A0A075B6R9;A0A0C4DH68,Positive
A0A075B7B8,Positive
A0A075B7D8,Positive
A0A0B4J1U3,Positive
A0A0B4J2B8,Positive
A0M8Q6,Positive
A6NKN8,Positive
O00182,Positive
O00244,Positive
O00292,Positive
O00299,Positive
O14960,Positive
O14980,Positive
O15335,Positive
O43169,Positive
O43240,Positive
O43323,Positive
O43491,Positive
O60306,Positive
O60469,Positive
O60664,Positive
O75093,Positive
O75339,Positive
O75347,Positive
O75394,Positive
O75439,Positive
