Protein,Label
Q96FE7,Negative
Q96FJ2,Negative
Q96G03,Negative
Q96GD0,Negative
Q96GW7,Negative
Q96HC4,Negative
Q96HD1,Negative
Q96HF1,Negative
Q96HY6,Negative
Q96ID5,Negative
Q96IU4,Negative
Q96IY4,Negative
Q96JA1,Negative
Q96JB1,Negative
Q96JF0,Negative
Q96JQ0,Negative
Q96KN2,Negative
Q96KR4,Negative
Q96KV7,Negative
Q96MU7,Negative
Q96NU0;Q9BZ76,Negative
Q96NY7,Negative
Q96NZ9,Negative
Q96P44,Negative
Q96PD2,Negative
Q96PK6,Negative
Q96PX8,Negative
Q96RL7,Negative
Q96RW7,Negative
Q96S96,Negative
Q96SM3,Negative
Q99435,Negative
Q99497,Negative
Q99523,Negative
Q99538,Negative
Q99574,Negative
Q99623,Negative
Q99650,Negative
Q99674,Negative
Q99715,Negative
Q99727,Negative
Q99733,Negative
Q99941,Negative
Q99946,Negative
Q99972,Negative
Q99983,Negative
Q99985,Negative
Q99996,Negative
Q9BQ16,Negative
Q9BQT9,Negative
Q9BRA2,Negative
Q9BRF8,Negative
Q9BRK3,Negative
Q9BRK5,Negative
Q9BRR6,Negative
Q9BRT3,Negative
Q9BS26,Negative
Q9BSG5,Negative
Q9BT09,Negative
Q9BTY2,Negative
Q9BU40,Negative
Q9BUD6,Negative
Q9BUJ0,Negative
Q9BUN1,Negative
Q9BVC6,Negative
Q9BVH7,Negative
Q9BW30,Negative
Q9BWP8,Negative
Q9BWQ8,Negative
Q9BWS9,Negative
Q9BWV1,Negative
Q9BX67,Negative
Q9BXJ0,Negative
Q9BXJ1,Negative
Q9BXJ3,Negative
Q9BXJ4,Negative
Q9BXR6,Negative
Q9BY11,Negative
Q9BY67,Negative
Q9BY76,Negative
Q9BYH1,Negative
Q9BZC7,Negative
Q9BZM5,Negative
Q9BZR6,Negative
Q9C0A0,Negative
Q9C0C4,Negative
Q9GZM5,Negative
Q9GZM7,Negative
Q9GZP0,Negative
Q9GZP4,Negative
Q9GZT3,Negative
Q9GZT8,Negative
Q9GZV7,Negative
Q9GZX3,Negative
Q9GZX9,Negative
Q9H0E2,Negative
Q9H0Q3,Negative
Q9H0R4,Negative
Q9H0U4,Negative
Q9H156,Negative
Q9H159,Negative
Q9H173,Negative
Q9H1C7,Negative
Q9H1U4,Negative
Q9H1Z8,Negative
Q9H251,Negative
Q9H257,Negative
Q9H299,Negative
Q9H2A7,Negative
Q9H2A9,Negative
Q9H2E6,Negative
Q9H2X0,Negative
Q9H2X9,Negative
Q9H336,Negative
Q9H3G5,Negative
Q9H3S1,Negative
Q9H3T2,Negative
Q9H3T3,Negative
Q9H6B4,Negative
Q9H6X2,Negative
Q9H6Y7,Negative
Q9H741,Negative
Q9H7Y0,Negative
Q9H8J5,Negative
Q9H8L6,Negative
Q9H8Y8,Negative
Q9H9K5,Negative
Q9HA65,Negative
Q9HA92,Negative
Q9HAR2,Negative
Q9HAT2,Negative
Q9HB40,Negative
Q9HB71,Negative
Q9HBR0,Negative
Q9HBT6,Negative
Q9HC38,Negative
Q9HC56,Negative
Q9HC57,Negative
Q9HCB6,Negative
Q9HCU4,Negative
Q9HD45,Negative
Q9HDC9,Negative
Q9NNX6,Negative
Q9NP84,Negative
Q9NPD7,Negative
Q9NPG4,Negative
Q9NPH3,Negative
Q9NPR2,Negative
Q9NPY3,Negative
Q9NQ36,Negative
Q9NQ79,Negative
Q9NQ89,Negative
Q9NQS3,Negative
Q9NQX5,Negative
Q9NQX7,Negative
Q9NR34,Negative
Q9NR45,Negative
Q9NRB3,Negative
Q9NRN5,Negative
Q9NRR1,Negative
Q9NRX4,Negative
Q9NS15,Negative
Q9NS71,Negative
Q9NS84,Negative
Q9NS85,Negative
Q9NS98,Negative
Q9NSC7,Negative
Q9NT22,Negative
Q9NT99,Negative
Q9NTU7,Negative
Q9NU53,Negative
Q9NUQ9,Negative
Q9NVJ2,Negative
Q9NVP1,Negative
Q9NX62,Negative
Q9NY15,Negative
Q9NY33,Negative
Q9NY47,Negative
Q9NY72,Negative
Q9NY97,Negative
Q9NYX4,Negative
Q9NZ08,Negative
Q9NZ53,Negative
Q9NZ72,Negative
Q9NZ94,Negative
Q9NZC2,Negative
Q9NZK5,Negative
Q9NZN1,Negative
Q9NZP8,Negative
Q9NZR2,Negative
Q9P035,Negative
Q9P0K1,Negative
Q9P0K9,Negative
Q9P0L0,Negative
Q9P121,Negative
Q9P1Q0,Negative
Q9P232,Negative
Q9P2E7,Negative
Q9P2S2,Negative
Q9P2S5,Negative
Q9UBG0,Negative
Q9UBP4,Negative
Q9UBQ6,Negative
Q9UBR2,Negative
Q9UBS4,Negative
Q9UBV2,Negative
Q9UBX5,Negative
Q9UBX7,Negative
Q9UEW3,Negative
Q9UF11,Negative
Q9UF33,Negative
Q9UFP1,Negative
Q9UG63,Negative
Q9UGM5,Negative
Q9UHC6,Negative
Q9UHD9,Negative
Q9UHF0,Negative
Q9UHG2,Negative
Q9UHG3,Negative
Q9UHI8,Negative
Q9UHL4,Negative
Q9UI15,Negative
Q9UI40,Negative
Q9UI42,Negative
Q9UIB8,Negative
Q9UIK5,Negative
Q9UIQ6,Negative
Q9UJ14,Negative
Q9UJ99,Negative
Q9UJA9,Negative
Q9UJJ9,Negative
Q9UJQ1,Negative
Q9UK23,Negative
Q9UK55,Negative
Q9UKB5,Negative
Q9UKJ1,Negative
Q9UKM7,Negative
Q9UKQ2,Negative
Q9UKS7,Negative
Q9UKU6,Negative
Q9UKU9,Negative
Q9ULB1,Negative
Q9ULB4,Negative
Q9ULB5,Negative
Q9ULF5,Negative
Q9ULH4,Negative
Q9ULI3,Negative
Q9ULL4,Negative
Q9ULP0,Negative
Q9ULX7,Negative
Q9ULZ9,Negative
Q9UM22,Negative
Q9UM47,Negative
Q9UMF0,Negative
Q9UMX0,Negative
Q9UMX5,Negative
Q9UN36,Negative
Q9UN70,Negative
Q9UNN8,Negative
Q9UNW1,Negative
Q9UP79,Negative
Q9UPU3,Negative
Q9UQ52,Negative
Q9UQM7,Negative
Q9Y227,Negative
Q9Y240,Negative
Q9Y266,Negative
Q9Y274,Negative
Q9Y281,Negative
Q9Y2B0,Negative
Q9Y2C2,Negative
Q9Y2E5,Negative
Q9Y2I2,Negative
Q9Y2T3,Negative
Q9Y2Z0,Negative
Q9Y328,Negative
Q9Y334,Negative
Q9Y3B3,Negative
Q9Y490,Negative
Q9Y4C0,Negative
Q9Y4L1,Negative
Q9Y5G0,Negative
Q9Y5G4,Negative
Q9Y5I4,Negative
Q9Y5R2,Negative
Q9Y5Y7,Negative
Q9Y5Z4,Negative
Q9Y624,Negative
Q9Y625,Negative
Q9Y639,Negative
Q9Y644,Negative
Q9Y646,Negative
Q9Y653,Negative
Q9Y696,Negative
Q9Y6C2,Negative
Q9Y6N6,Negative
Q9Y6N7,Negative
Q9Y6R7,Negative
Q9Y6X5,Negative
O00567,Negative
O43581,Negative
O60909,Negative
P04818,Negative
P16860,Negative
P68402,Negative
Q30154,Negative
Q6N022,Negative
Q99536,Negative
Q9C0I3,Negative
Q9UII2,Negative
Q9ULC0,Negative
Q9Y275,Negative
Q9Y5L2,Negative
P06748,Negative
Q7Z5N4,Negative
Q92871,Negative
Q8N4P2,Negative
